,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,mother,father,transfers,currently,region,status,statusDate,COD,notes,transferDate,transfer,entryDate
782,Bottlenose,"NOA0002751, RESEARCH X-12",,F,e,,Capture,1982-07-21,"Unknown, US",,,Eastern Florida to SeaWorld Orlando (21-Jul-1982) 2),SeaWorld Orlando,US,Died,1982-07-30,"Possible septicemia, pancreatitis",Research animal.,,US,1982-07-21
783,Bottlenose,"NOA0002752, RESEARCH X-13",,F,e,,Capture,1982-07-22,"Unknown, US",,,Eastern Florida to SeaWorld Orlando (22-Jul-1982),SeaWorld Orlando,US,Died,1982-07-31,"Pneumonia, septicemia, pancreatitis",Research animal.,,US,1982-07-22
784,Killer Whale; Orca,"NOA0003070, SWF-OO-9301",Nootka Iv,F,e,1979,Capture,1982-10-01,"Iceland, HÃ©raÃ¶sflÃ³i",,,"Iceland, North Atlantic to SÃ¦dyrasafnid/HafnarfjÃ¶rÃ°ur Marine Zoo (??-Oct-1982) to Sealand of the Pacific (??-Mar-1983) to SeaWorld Orlando (07-Jan-1993)",SeaWorld Orlando,US,Died,1994-09-13,Complications following a stillbirth,,1993-01-07,Foreign,1993-01-07
785,Pseudorca,"NOA0002758, SWC-PC-8327",Hana,F,e,,Capture,1982-12-31,"Pacific Ocean, Japan",,,"Japan, Pacific Ocean to Kamogawa Sea World (1982 / 1983) to SeaWorld San Diego (20-Mar-1983) to SeaWorld Orlando (??-Oct-1985)",SeaWorld Orlando,US,Died,1996-05-25,Gastric torsion,,1983-03-20,Foreign,1983-03-20
786,Pseudorca,"NOA0002760, SWC-PC-8329",Yaki,F,e,,Capture,1982-12-31,"Pacific Ocean, Japan",,,"Japan, Pacific Ocean to Kamogawa Sea World (1982 / 1983) to SeaWorld San Diego (20-Mar-1983) to SeaWorld Orlando (??-Oct-1985)",SeaWorld Orlando,US,Died,1989-12-05,Hemorrhagic colitis,,1983-03-20,Foreign,1983-03-20
787,Pseudorca,"NOA0002800, KSW No. 2, SWC-PC-8527",Suki,F,e,1981,Capture,1983-02-21,"Taiji, Japan",,,"Japan, Hatakejiriwan to Holding pens, Taiji (22-Feb-1983) to Kamogawa Sea World (03-Mar-1983) to SeaWorld San Diego (24-Feb-1985)",SeaWorld Orlando,US,Died,2005-05-25,Euthanasia: Life threatening condition involving pain/suffering,,,US,1983-02-21
788,Pseudorca,"NOA0002799, KSW No. 1, SWC-PC-8526",Teri,M,e,1981,Capture,1983-02-21,"Taiji, Japan",,,"Japan, Hatakejiriwan to Holding pens, Taiji (22-Feb-1983) to Kamogawa Sea World (03-Mar-1983) to SeaWorld San Diego (24-Feb-1985)",SeaWorld Orlando,US,Died,2002-07-25,Hemorrhagic pneumonia,,,US,1983-02-21
789,Bottlenose,"NOA0003054, 04-937",Starkey,F,e,1980,Capture,1983-08-13,Florida,,,"Florida, location unknown to Unknown holder, Florida (13-Aug-1983) to New York Aquarium (??-Jun-1984) to National Aquarium in Baltimore (16-Jul-1991) to New York Aquarium (13-May-1992) to SeaWorld Orlando (09-Nov-1992)",SeaWorld Orlando,US,Died,2012-10-15,Epithelial neoplasia (cancer),,,US,1983-08-13
790,Bottlenose,"NOA0003056, 04-939",Mimi,F,e,1980,Capture,1983-08-13,Florida,,,"Florida, location unknown to Unknown holder, Florida (20-Oct-1983) to New York Aquarium (??-Jun-1984) to National Aquarium in Baltimore (16-Jul-1991) to New York Aquarium (13-May-1992) to SeaWorld Orlando (09-Nov-1992)",SeaWorld Orlando,US,Died,2004-03-07,Chronic extensive pneumonia,,,US,1983-08-13
791,Bottlenose,"NOA0001293, SWF TT-8304",Darla,F,e,1978,Capture,1983-10-07,"Unknown, US",,,Eastern Florida to SeaWorld Orlando (07-Oct-1983),SeaWorld Orlando,US,Died,1990-08-01,Uterine rupture,Research animal; transferred to SeaWorld custody,,US,1983-10-07
792,Killer Whale; Orca,"NOA0002817, SWF-OO-8501",Kalina,F,a,1985,Born,1985-09-26,SeaWorld Orlando,Katina,Winston,SeaWorld Orlando to SeaWorld Aurora (??-Feb-1990) to SeaWorld San Diego (??-Oct-1990) to SeaWorld San Antonio (30-May-1991) to SeaWorld Orlando (??-Oct-1994),SeaWorld Orlando,US,Died,2010-10-04,Peracute bacteremia and septicemia,Conceived in San Diego. First successful orca birth in captivity (survived more than 2 months).  Kalina was suspected to be pregnant via artificial insemination at the time of her death.,,US,1985-09-26
793,Bottlenose,"NOA0002860, SWC-TT-8727",Sabrina,F,e,1982,Capture,1986-01-23,Florida,,,"Florida, location unknown to Marineland of the Pacific (23-Jan-1986) to SeaWorld San Diego (10-Feb-1987) to SeaWorld Orlando (08-Jun-1996)",SeaWorld Orlando,US,Died,2013-01-29,Bronchopneumonia,,,US,1986-01-23
794,Pseudorca,SWF-PC-8633-B,,F,e,,Rescue,1986-06-05,"Key West, FL",,,"Key West to Sea World, Long Key (05-Jun-1986) to SeaWorld Orlando (13-Jun-1986)",SeaWorld Orlando,US,Died,,-,Stranded animal that was integrated into shows,,US,1986-06-05
795,Bottlenose,"NOA0002836, SWF-TT-8603",Shaleste,F,a,1986,Born,1986-06-26,SeaWorld Orlando,Shannon,Lester,,SeaWorld Orlando,US,Died,1992-07-29,Hemorrhagic enterocolitis,,,US,1986-06-26
796,Pseudorca,"NOA0002910, SWF-PC-8726",Zori,F,e,,Capture,1987-01-01,"Pacific Ocean, Japan",,,"Japan, Pacific Ocean to Holding facility, Japan (~ 1987) to SeaWorld San Diego (12-Apr-1987) to SeaWorld Orlando (??-???-????)",SeaWorld Orlando,US,Died,1990-04-16,Severe suppurative bronchopneumonia,,,US,1987-01-01
797,Pseudorca,"NOA0002954, KSW No. 10, SWC-PC-8826",Cassie,F,e,1984,Capture,1987-03-19,"Pacific Ocean, Japan",,,"Japan, Pacific Ocean to Holding pens, Taiji (19-Mar-1987) to Kamogawa Sea World (27-Mar-1987) to SeaWorld San Diego (20-Nov-1988) to SeaWorld Orlando (22-Oct-1994?)",SeaWorld Orlando,US,Died,2008-12-22,-,,,US,1987-03-19
798,Bottlenose,"NOA0002923, SWF-TT-8703",,F,a,1987,Born,1987-05-01,SeaWorld Orlando,,,,SeaWorld Orlando,US,Died,1988-03-12,Pneumonia,,,US,1987-05-01
799,Bottlenose,"NOA0002924, SWF-TT-8704",Cassie,F,a,1987,Born,1987-05-27,SeaWorld Orlando,,,,SeaWorld Orlando,US,Died,1988-06-24,Zinc poisoning (swallowed coins thrown in pool),Cassie turned white due to ingesting pennies (zinc),,US,1987-05-27
800,Beluga,"NOA0002918, SWC-DL-8730",Bandit,F,e,,Capture,1987-07-19,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to SeaWorld San Diego (20-Jul-1987) to SeaWorld San Antonio (1990?) to SeaWorld Orlando (05-May-1995)",SeaWorld Orlando,US,Died,2006-10-26,Degenerative neuropathy,,,US,1987-07-19
801,Pseudorca,"NOA0003107, 890136",Hoshi,F,e,1983,Capture,1988-12-01,"Pacific Ocean, Japan",,,"Japan, Pacific Ocean to Holding, Japan (??-Dec-1988) to Indianapolis Zoo (30-Mar-1989) to John G. Shedd Aquarium (??-Oct-1991) to Indianapolis Zoo (Spring 1992) to SeaWorld Orlando (22-Oct-1994)",SeaWorld Orlando,US,Died,1998-03-19,Enterocolic compromise,,,US,1988-12-01
802,Killer Whale; Orca,"NOA0002984, SWF-OO-8901",Taima,F,a,1989,Born,1989-07-11,SeaWorld Orlando,Gudrun,Kanduke,,SeaWorld Orlando,US,Died,2010-06-06,-,,,US,1989-07-11
803,Bottlenose,"NOA0002989, SWT-TT-8978",Bailey,F,a,1989,Born,1989-11-24,SeaWorld San Antonio,Notchfin,Guy,SeaWorld San Antonio to SeaWorld Aurora (??) to SeaWorld Orlando (??) to SeaWorld Aurora (??) to SeaWorld Orlando (11-Oct-1997),SeaWorld Orlando,US,Died,2014-05-19,"Gastric impaction, PN, hepatic hemosiderosis",,,US,1989-11-24
804,Bottlenose,"NOA0003092, 1159-TT-02M",Hekili,M,e,1986,Capture,1989-11-24,Florida Keys,,,Florida Keys to Dolphin Connection (24-Nov-1989) to SeaWorld Orlando (16-Feb-1993),SeaWorld Orlando,US,Died,2012-04-15,Metastatic squamous-cell carcinoma,"Collected for the National Aquarium in Baltimore with another dolphin named ""Benni"", but never permitted to leave the state of Florida.  Hekili was the last bottlenose dolphin taken from the Gulf of Mexico.",,US,1989-11-24
805,Bottlenose,"NOA0003012, SWO-TT-9051",Neptune,M,a,1990,Born,1990-01-21,SeaWorld Aurora,Scarlet,Domino,SeaWorld Aurora to SeaWorld San Diego? (14-Oct-1990) to SeaWorld Orlando (??-???-????),SeaWorld Orlando,US,Died,1997-07-24,Necrotic bacterial gastroenteritis,Neptune arrived to SWF sometime in the early 1990's (before 1995),,US,1990-01-21
806,Beluga,"NOA0005797, SWC-DL-9727",Nanuq,M,e,1981,Capture,1990-08-13,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to Vancouver Aquarium (??-Aug-1990) to SeaWorld San Diego (27-Jul-1997) to SeaWorld San Antonio (12-Feb-2005) to SeaWorld San Diego (20-Jan-2008) to SeaWorld Orlando (01-Jun-2014)",SeaWorld Orlando,US,Died,2015-02-09,"Infectious myositis, following a jaw fracture",,1997-07-27,Foreign,1997-07-27
807,Bottlenose,"NOA0003039, SWT-TT-9176",Kelly,F,a,1991,Born,1991-02-28,SeaWorld San Antonio,Puka,,SeaWorld San Antonio to SeaWorld Aurora (??) to SeaWorld Orlando to SeaWorld Aurora (??) to SeaWorld Orlando (11-Oct-1997),SeaWorld Orlando,US,Died,1998-09-25,Severe diffuse granulomatous pneumonia,,,US,1991-02-28
808,Bottlenose,"NOA0003064, SWT-TT-9278",Jenson,M,a,1992,Born,1992-09-01,SeaWorld San Antonio,Jenever,Guy,SeaWorld San Antonio to SeaWorld Orlando (03-Apr-2000) to Busch Gardens Tampa (04-Mar-2002) to SeaWorld Orlando (04-Sep-2002),SeaWorld Orlando,US,Died,2015-03-06,Acute intestinal necrosis,,,US,1992-09-01
809,Bottlenose,"NOA0003062, SWC-TT-9227",Peanut,F,a,1992,Born,1992-11-27,SeaWorld San Diego,Sabrina,Crunch,SeaWorld San Diego to Discovery Cove (02-Apr-2000) to SeaWorld Orlando (??-???-2005),SeaWorld Orlando,US,Died,2010-03-05,Chronic broncho-interstitial pneumonia,,,US,1992-11-27
810,Pseudorca,"NOA0003090, SWF-PC-9301",Akira,F,a,1993,Born,1993-12-24,SeaWorld Orlando,Suki,Teri,,SeaWorld Orlando,US,Died,1998-05-25,-,,,US,1993-12-24
811,Killer Whale; Orca,"NOA0003089, SWF-OO-9303",Nyar,F,a,1993,Born,1993-12-31,SeaWorld Orlando,Gudrun,Tilikum,,SeaWorld Orlando,US,Died,1996-04-01,-,,,US,1993-12-31
812,Pseudorca,"NOA0003106, SWF-PC-9401",Jozu,F,a,1994,Born,1994-09-03,SeaWorld Orlando,Hana,Teri,,SeaWorld Orlando,US,Died,2012-06-04,Respiratory illness,,,US,1994-09-03
813,Bottlenose,"NOA0005526, SWT-TT-9578",Porter,M,e,,Born,1995-09-16,SeaWorld San Antonio,Jenever,Capricorn,SeaWorld San Antonio to SeaWorld Aurora (26-Apr-1999) to SeaWorld Orlando (17-Feb-2001) to Busch Gardens Tampa (03-Jul-2001) to SeaWorld Orlando (04-Sep-2002),SeaWorld Orlando,US,Died,2009-03-22,Adrenal-cortical hypoplasia,,,US,1995-09-16
814,Bottlenose,"NOA0005679, SWF-TT-9703",Bossa,F,a,1997,Born,1997-05-30,SeaWorld Orlando,Nova,Beachie,SeaWorld Orlando to Discovery Cove (,SeaWorld Orlando,US,Died,2014-04-25,Uterine rupture with acute peritonitis,,,US,1997-05-30
815,Bottlenose,"NOA0005849, SWF-TT-9903",Kiwi,M,a,1999,Born,1999-06-22,SeaWorld Orlando,Starkey,Lester,,SeaWorld Orlando,US,Died,2002-09-21,Acute erysipelothrix,,,US,1999-06-22
816,Beluga,SWF-DL-9901,Spookyâs Calf,U,a,1999,Born,1999-07-01,SeaWorld Orlando,Spooky,Luke,,SeaWorld Orlando,US,Died,,-,Unknown if calf was born live or if stillborn,,US,1999-07-01
817,Beluga,"NOA0005857, SWF-DL-9902",Hudnall,M,a,1999,Born,1999-07-27,SeaWorld Orlando,Bandit,Luke,,SeaWorld Orlando,US,Died,2003-10-07,Intestinal torsion,Died after ingesting a lead dive weight.,,US,1999-07-27
818,Bottlenose,"NOA0006011, SWF-TT-0204",Kato,M,a,2002,Born,2002-04-19,SeaWorld Orlando,Kendall,Razzle,,SeaWorld Orlando,US,Died,2008-12-08,Severe acute bacterial bronchopneumonia,"Kato was inbred, his parents were paternal siblings (Davy II)",,US,2002-04-19
819,Bottlenose,"NOA0006053, SWF-TT-0207",T.K.,M,a,2002,Born,2002-07-13,SeaWorld Orlando,Tanya,Hekili,,SeaWorld Orlando,US,Died,2006-09-06,severe acute trauma and secondary thoracic and abdominal hemorrhage,,,US,2002-07-13
820,Bottlenose,"NOA0006260, SWF-TT-0501",Cinco,F,a,2005,Born,2005-05-05,SeaWorld Orlando,Ariel,Duffy,,SeaWorld Orlando,US,Died,2006-10-17,"acute meningitis, cerebral vasculitis",,,US,2005-05-05
821,Bottlenose,"NOA0006430, SWF-TT-0709",Lagos,M,a,2007,Born,2007-10-08,SeaWorld Orlando,Lily,Sebastian,,SeaWorld Orlando,US,Died,2015-06-15,Bacterial pneumonia and sepsis,,,US,2007-10-08
822,Bottlenose,"NOA0006566, SWF-TT-0907",Rhett,M,a,2009,Born,2009-07-18,Discovery Cove,Naia,Capricorn,Discovery Cove to SeaWorld Orlando (2009 / 2010),SeaWorld Orlando,US,Died,2011-01-03,acute pancreatic necrosis,,,US,2009-07-18
823,Bottlenose,"NOA0006686, SWF-TT-1007",Cocoa,F,a,2010,Born,2010-09-14,SeaWorld Orlando,Calla,Jag,,SeaWorld Orlando,US,Died,2011-11-14,Phytobezoar (swallowed toxic leaves),,,US,2010-09-14
824,"Pilot, Short-fin","NOA0006759, MMC-GM-0611, R-300",Hundee,F,e,1990s,Rescue,2011-05-05,"Cudjoe Key, FL, US",,,"Cudjoe Key, Florida to Marine Mammal Conservancy (10-May-2011) to SeaWorld Orlando (12-Sep-2011)",SeaWorld Orlando,US,Died,2013-08-26,Acute bacterial sepsis,"Hundee was also referred to as Caroline during rescue, or R-300, AKA ""Sparta""",,US,2011-05-05
825,Bottlenose,"NOA0004582, SWF-TT-0101",Davy Ii,M,e,1969,Capture,1971-12-22,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to Marineland of Florida (22-Dec-1971) to SeaWorld Orlando (26-Mar-2001) to SeaWorld San Antonio (03-Apr-2004)",SeaWorld San Antonio,US,Died,2007-06-20,"Perforated stomach, toxemia, septicemia",,,US,1971-12-22
826,Bottlenose,"NOA0002612, SWC-TT-7290",Clicker,M,e,1969,Capture,1972-12-15,"Gulf of Mexico, MS, US",,,"Mississippi, Gulf of Mexico to SeaWorld San Diego (15-Dec-1972) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,2008-07-09,Chronic renal calculi,,,US,1972-12-15
827,Bottlenose,"NOA0002585, SWF-TT-2993",Domino,M,e,1969,Capture,1973-09-09,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to SeaWorld Orlando (09-Sep-1973) to SeaWorld Aurora (??-???-????) to SeaWorld San Antonio (13-Oct-1990?) to SeaWorld Aurora (Spr 1991?) to SeaWorld San Antonio (Fall 1991?)",SeaWorld San Antonio,US,Died,1994-11-21,"Acute cardiovascular collapse, mass in lung",,,US,1973-09-09
828,"White-sided, Pacific","NOA0000632, 4-75",Amphitrite,F,e,1971,Capture,1975-10-03,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to Steinhart Aquarium (03-Oct-1975) to SeaWorld San Antonio (12-Oct-1995)",SeaWorld San Antonio,US,Died,1996-08-25,Intestinal volvulus,,,US,1975-10-03
829,Bottlenose,"NOA0002677, SWC-TT-7706",Guy,M,e,1974,Capture,1977-01-09,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to SeaWorld Orlando (09-Jan-1977) to SeaWorld San Antonio (??-Feb-1988)",SeaWorld San Antonio,US,Died,1998-08-18,Septicemia,,,US,1977-01-09
830,Bottlenose,"NOA0004593, SWF-TT-0102",Hacksaw,M,e,1970,Capture,1977-05-19,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to Shark World/Aquatarium (19-May-1977) to Marineland of Florida (07-Mar-1979) to SeaWorld Orlando (26-Mar-2001) to SeaWorld San Antonio (03-Apr-2004)",SeaWorld San Antonio,US,Died,2010-07-15,Chronic myocarditis,,,US,1977-05-19
831,Killer Whale; Orca,"NOA0003035, SWF-OO-9101",Winnie,F,e,1976,Capture,1977-10-12,Iceland,,,"Iceland, North Atlantic, off IngolfshÃ¶fdi to Floating Pen, GrindavÃ­k Harbor to Dolfinarium Harderwijk (12-Oct-1977) to Windsor Safari Park (15-Nov-1977) to SeaWorld Orlando (26-Oct-1991) to SeaWorld Aurora (??-Oct-1994) to SeaWorld San Antonio (05-Oct-1999)",SeaWorld San Antonio,US,Died,2002-04-11,"Blocked intestine, due to a mass of swallowed objects (coins, tile, etc.) from the pool at Windsor","Named ""Frya"" in Iceland, the original acquistion date of 12-Oct-1977 may be the date of purchase and not an actual transfer or capture.",,US,1977-10-12
832,Killer Whale; Orca,"NOA0002504, SWF-OO-7803",Kahana,F,e,1977,Capture,1977-10-26,Iceland,,,"Iceland, North Atlantic, off Tvisker to Floating Pen, GrindavÃ­k Harbor (??-Oct-1978) to SeaWorld Orlando (??-???-1978) to SeaWorld Aurora (~ Apr 1985) to SeaWorld Orlando (~ Oct 1985) to SeaWorld Aurora (~ Apr 1986) to SeaWorld Orlando (~ Oct 1986) to SeaWorld Aurora (~ Apr 1987) to SeaWorld San Diego (~ Oct 1987) to SeaWorld Aurora (??-Feb-1988) to SeaWorld San Diego (??-Oct-1989) to SeaWorld San Antonio (??-Feb-1990)",SeaWorld San Antonio,US,Died,1991-05-14,"Severe trauma, intestinal ganglioneuroma",,,US,1977-10-26
833,Killer Whale; Orca,"NOA0002502, SWC-OO-7801",Kotar,M,e,1976,Capture,1977-10-26,Iceland,,,"Iceland, North Atlantic to Floating Pen, GrindavÃ­k Harbor (??-Oct-1978) to SeaWorld San Diego (??-???-1978) to SeaWorld Orlando (??-Apr-1982) to SeaWorld San Antonio (??-Feb-1988)",SeaWorld San Antonio,US,Died,1995-04-01,Skull fracture and severe blood loss,Kotar was injured by a gate,,US,1977-10-26
834,Bottlenose,"NOA0002136, SWC-TTG-7812",Kai,M,e,1975,Capture,1978-02-01,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (01-Feb-1978) to Busch Gardens Tampa (~ 1990) to National Aquarium in Baltimore (11-Oct-1992) to SeaWorld Aurora (22-Oct-1997) to SeaWorld San Antonio (26-Apr-1998)",SeaWorld San Antonio,US,Died,2014-11-19,Pyogranulomatous pneumonia. (Euthanized?),"Kai was known as ""Bo"" while at NAIB",,US,1978-02-01
835,Bottlenose,"NOA0002616, SWC-TT-7818",Jiffy Pop,M,a,1978,Born,1978-09-25,SeaWorld San Diego,Jiffy,Doc,SeaWorld San Diego to SeaWorld San Antonio (??-???-????),SeaWorld San Antonio,US,Died,1992-09-12,"Mycotic colitis, lymphadenitis",,,US,1978-09-25
836,"White-sided, Pacific","NOA0000634, #7802",Thetis,F,e,1968,Capture,1978-12-11,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to Steinhart Aquarium (11-Dec-1978) to SeaWorld San Antonio (12-Oct-1995)",SeaWorld San Antonio,US,Died,2001-12-13,Chronic enteric fungal infection,,,US,1978-12-11
837,Beluga,"NOA0002492, SWC-DL-7902",Shadow,M,e,,Capture,1979-07-24,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to SeaWorld San Diego (25-Jul-1979) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1996-05-22,Subcutaneous nocardiosis,"Possibly AKA ""Ike"" ?",,US,1979-07-24
838,"White-sided, Pacific","NOA0002531, SWC-LO-8002",,F,e,1975,Capture,1980-01-15,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (15-Jan-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1992-08-09,Mycotic meningoencephalitis,"(Possible names of wild-caught animals above include Lori, Lanai, Larne, Lucky and Happy; some of these performed at SeaWorld Aurora before transfer to San Antonio.",,US,1980-01-15
839,"White-sided, Pacific","NOA0002533, SWC-LO-8004",,F,e,,Capture,1980-01-21,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (21-Jan-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1997-08-05,Renal failure,"(Possible names of wild-caught animals above include Lori, Lanai, Larne, Lucky and Happy; some of these performed at SeaWorld Aurora before transfer to San Antonio.",,US,1980-01-21
840,Bottlenose,"NOA0002668, SWF-TT-8001",,F,e,1976,Capture,1980-02-07,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to SeaWorld Orlando (07-Feb-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1997-11-04,Pulmonary nocardiosis,,,US,1980-02-07
841,Bottlenose,"NOA0002664, SWF-TT-8022",Maggie,F,e,1976,Capture,1980-05-13,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to SeaWorld Orlando (13-May-1980) to SeaWorld San Diego (",SeaWorld San Antonio,US,Died,1990-02-22,"Bacterial/fungal CNS infection, orig. in sinuses",,,US,1980-05-13
842,"White-sided, Pacific","NOA0002691, SWC-LO-8013",,F,e,,Capture,1980-12-15,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (15-Dec-1980) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1999-05-18,Severe granulomatous pleuritis,"(Possible names of wild-caught animals above include Lori, Lanai, Larne, Lucky and Happy; some of these performed at SeaWorld Aurora before transfer to San Antonio.",,US,1980-12-15
843,"White-sided, Pacific","NOA0002698, SWC-LO-8127",Lorelai,F,e,,Capture,1981-02-03,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (03-Feb-1981) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,2011-07-24,Severe acute fungal myocarditis,,,US,1981-02-03
844,Bottlenose,"NOA0002744, SWF-TT-8104",Sprite,F,a,1981,Born,1981-06-14,SeaWorld Orlando,Mary,TT-7709,SeaWorld Orlando to SeaWorld Aurora (,SeaWorld San Antonio,US,Died,1995-09-06,Hepatic and renal failure,,,US,1981-06-14
845,"White-sided, Pacific","NOA0002718, SWC-LO-8133",,F,e,,Capture,1981-12-29,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (29-Dec-1981) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,2000-01-15,Colonic histoplasmosis,"(Possible names of wild-caught animals above include Lori, Lanai, Larne, Lucky and Happy; some of these performed at SeaWorld Aurora before transfer to San Antonio.",,US,1981-12-29
846,"White-sided, Pacific","NOA0002719, SWC-LO-8226",,F,e,,Capture,1982-01-08,"Pacific Ocean, CA, US",,,"Pacific Ocean, California to SeaWorld San Diego (08-Jan-1982) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1990-10-20,Disseminated zygomycosis,"(Possible names of wild-caught animals above include Lori, Lanai, Larne, Lucky and Happy; some of these performed at SeaWorld Aurora before transfer to San Antonio.",,US,1982-01-08
847,Bottlenose,"NOA0002764, SWC-TT-8226",Puka,F,a,1982,Born,1982-08-19,SeaWorld San Diego,Punta,Clicker,SeaWorld San Diego to SeaWorld Aurora (,SeaWorld San Antonio,US,Died,2011-11-03,Acute intestinal volvulus,,,US,1982-08-19
848,Killer Whale; Orca,"NOA0003068, SWT-OO-9376",Haida Ii,F,e,1981,Capture,1982-10-01,Iceland,,,"Iceland, North Atlantic to Hafnarfjordur Aquarium (??-Oct-1982) to Sealand of the Pacific (??-Mar-1983) to SeaWorld San Antonio (08-Jan-1993)",SeaWorld San Antonio,US,Died,2001-08-01,"Brain abscess, necrosis of cerebrum/fungal infection",,1993-01-08,Foreign,1993-01-08
849,Killer Whale; Orca,"NOA0002978, SWO-OO-8951",Samoa,F,e,1979,Capture,1983-01-01,Iceland,,,"Iceland, North Atlantic to Hafnarfjordur Aquarium (??-Nov-1983) to Sao Paulo Playcenter (??-???-1984) to SeaWorld Aurora (03-May-1989) to SeaWorld San Antonio? (??-Oct-1989) to SeaWorld Aurora (??-Feb-1990) to SeaWorld San Antonio (??-Oct-1990)",SeaWorld San Antonio,US,Died,1992-03-14,Labor complications during late-term miscarriage,,1989-05-03,Foreign,1989-05-03
850,Bottlenose,"NOA0001291, SWF-TT-8301",Alice,F,e,1978,Capture,1983-06-14,"Atlantic Ocean, FL, US",,,"Florida, Atlantic Ocean to SeaWorld Orlando (14-Jun-1983) to SeaWorld San Antonio (02-Feb-1988)",SeaWorld San Antonio,US,Died,2000-05-03,"Mycotic meningitis, pneumonia",,,US,1983-06-14
851,Bottlenose,"NOA0002804, SWC-TT-8428",,M,a,1984,Born,1984-04-09,SeaWorld San Diego,Athena,Jethro(T.t. gilli),SeaWorld San Diego to SeaWorld San Antonio (??-???-????),SeaWorld San Antonio,US,Died,1991-12-14,Acute clostridial pneumonia,,,US,1984-04-09
852,Bottlenose,"NOA0002805, SWC-TT-8429",,F,a,1984,Born,1984-12-26,SeaWorld San Diego,Notchfin,Jethro(T.t. gilli),SeaWorld San Diego to SeaWorld San Antonio (??-???-????),SeaWorld San Antonio,US,Died,1995-03-25,Mycotic bacterial pleuritis,,,US,1984-12-26
853,Beluga,SWC-DL-8728,A.J.,M,e,,Capture,1987-07-18,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1987) to SeaWorld Orlando (~ 1995) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1998-02-06,Encephalopathy,,,US,1987-07-18
854,Beluga,"NOA0002917, SWC-DL-8729",,F,e,,Capture,1987-07-19,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1987) to SeaWorld San Antonio (??-???-????)",SeaWorld San Antonio,US,Died,1995-08-02,"Chronic epicarditis, cardiac arrest",,,US,1987-07-19
855,Beluga,"NOA0002919, SWC-DL-8731",Luke,M,e,,Capture,1987-07-20,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to SeaWorld San Diego (??-Jul-1987) to SeaWorld San Antonio (1988?) to SeaWorld Orlando (05-May-1995) to SeaWorld San Antonio (18-Oct-1998)",SeaWorld San Antonio,US,Died,2000-12-01,Neurological disease,,,US,1987-07-20
856,Beluga,NOA0003051,Kia,F,e,1984,Capture,1987-07-24,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to New York Aquarium (29-Jul-1987) to National Aquarium in Baltimore (30-Jun-1988) to SeaWorld San Antonio (19-Feb-1992)",SeaWorld San Antonio,US,Died,2001-04-27,Pleuropneumonia,,,US,1987-07-24
857,Beluga,"NOA0003052, SWT-DL-9277",Sikku,F,e,1984,Capture,1987-07-27,"Hudson Bay, Canada",,,"Hudson Bay, Manitoba to New York Aquarium (29-Jul-1987) to National Aquarium in Baltimore (~ 1990) to SeaWorld San Antonio (19-Feb-1992)",SeaWorld San Antonio,US,Died,2011-03-06,Atherosclerosis,,,US,1987-07-27
